title,url,time,source
2025·“智造上海” | 上海智能终端“开箱”：电脑会思考，手办有“心跳”,https://www.thepaper.cn/newsDetail_forward_31992081,2025-11-18 13:11:51,澎湃新闻
毗邻外滩、豫园，上海这座公园今起24小时全域开放,https://www.thepaper.cn/newsDetail_forward_32079424,2025-12-01 12:21:58,澎湃新闻
上海楼市现“翘尾行情”，11月二手房成交量创近7个月新高,https://www.thepaper.cn/newsDetail_forward_32078506,2025-12-01 12:07:52,澎湃新闻
上海市第1期领导干部学习贯彻党的二十届四中全会精神专题研讨班开班，陈吉宁作专题报告,https://www.thepaper.cn/newsDetail_forward_32079161,2025-12-01 12:00:03,澎湃新闻
首届静安国际花卉展明年举行，上海静安如何打造“花园经济”？,https://www.thepaper.cn/newsDetail_forward_32077797,2025-12-01 11:25:51,澎湃新闻
2025中文播客大会在上海举行：以“重塑与拓界”为主题，共探声音媒介的公共价值与未来生态,https://www.thepaper.cn/newsDetail_forward_32079158,2025-12-01 11:18:46,澎湃北京
龚正会见智利卢克希奇集团董事会顾问，期待更好助力上海智利友好合作,https://www.thepaper.cn/newsDetail_forward_32078744,2025-12-01 11:10:26,澎湃新闻
2025脑机接口大会本周将在上海开幕，将举办脑控实战竞赛,https://www.thepaper.cn/newsDetail_forward_32078517,2025-12-01 11:08:16,澎湃新闻
“人民城市·杨浦暖流”“12·5”国际志愿者日主题服务暨“专业社工+志愿服务”社志融合推广行动正式开展,https://www.thepaper.cn/newsDetail_forward_32078048,2025-12-01 10:54:55,澎湃新闻
特写 | 跑步就是世界语言，原因就藏在上马的跑者故事里,https://www.thepaper.cn/newsDetail_forward_32077169,2025-12-01 10:40:30,澎湃新闻
上海市浦东新区人民检察院原党组书记、检察长曾国东严重违纪违法被双开,https://www.thepaper.cn/newsDetail_forward_32078181,2025-12-01 10:37:45,澎湃新闻
胡歌段永平王石走进《共同说》，多领域嘉宾共探上海精神,https://www.thepaper.cn/newsDetail_forward_32076314,2025-12-01 10:14:29,澎湃新闻
2025上海电竞大师赛将开赛，如何推动“赛事流量”转为“消费增量”？,https://www.thepaper.cn/newsDetail_forward_32077788,2025-12-01 10:10:56,澎湃新闻
专委动态｜2025年度民宗港澳台侨委第三次主任（扩大）会议,https://www.thepaper.cn/newsDetail_forward_32079485,2025-12-01 09:49:00,徐汇区政协
新就业形态用工关系如何认定？这起主播维权案给出关键答案,https://www.thepaper.cn/newsDetail_forward_32079370,2025-12-01 09:47:00,上海市杨浦区司法局
医线讯息 | 区卫健委召开艾滋病防治工作推进会,https://www.thepaper.cn/newsDetail_forward_32079528,2025-12-01 09:38:00,青浦卫计新声
孕妇车祸致早产，新生儿权益如何保护？,https://www.thepaper.cn/newsDetail_forward_32079057,2025-12-01 09:04:00,上海浦东法院
长三角冬泳健儿逐浪碧海金沙，全民健身热潮点燃冬日奉贤,https://www.thepaper.cn/newsDetail_forward_32078791,2025-12-01 09:04:00,上海奉贤
安全感满分！看韧性金海如何打造温情“幸福圈”,https://www.thepaper.cn/newsDetail_forward_32078790,2025-12-01 09:04:00,上海奉贤
1银1铜！虹口在“海聚英才”这场全球总决赛中斩获佳绩,https://www.thepaper.cn/newsDetail_forward_32078614,2025-12-01 09:02:00,上海虹口
“金点子”落地，虹口助力青少年创意构想变身文明实践成果,https://www.thepaper.cn/newsDetail_forward_32078613,2025-12-01 09:02:00,上海虹口
上戏建校80周年，众多明星校友返校为母校庆生,https://www.thepaper.cn/newsDetail_forward_32077458,2025-12-01 08:53:16,澎湃新闻
金山司法所：送法进社区 宪法护和谐,https://www.thepaper.cn/newsDetail_forward_32078810,2025-12-01 08:48:00,内蒙古掌上12348
11月30日福彩开奖公告,https://www.thepaper.cn/newsDetail_forward_32077502,2025-12-01 08:45:00,上海福彩
“70”后志愿者“潮”站岗！手势指挥范儿十足,https://www.thepaper.cn/newsDetail_forward_32078275,2025-12-01 08:45:00,上海杨浦
关于2025年上海福彩连锁兼营渠道电脑票营销活动结束的公告,https://www.thepaper.cn/newsDetail_forward_32077501,2025-12-01 08:40:11,上海福彩
双色球第2025138期：中出一等奖2注，筹集公益金1.42亿元,https://www.thepaper.cn/newsDetail_forward_32077498,2025-12-01 08:40:07,上海福彩
11月29日福彩开奖公告,https://www.thepaper.cn/newsDetail_forward_32077496,2025-12-01 08:40:05,上海福彩
关于200万元福彩兑换券活动结束的公告,https://www.thepaper.cn/newsDetail_forward_32077492,2025-12-01 08:40:00,上海福彩
以法治赋能推动物业治理，长宁这样做→,https://www.thepaper.cn/newsDetail_forward_32078627,2025-12-01 08:31:00,上海长宁
